,X,Y,OBJECTID,GLOBALID,FIREOCCURID,CN,REVDATE,FIRENAME,COMPLEXNAME,FIREYEAR,UNIQFIREID,SOFIRENUM,LOCALFIRENUM,REPORTINGUNIT,DISCOVERYDATETIME,SIZECLASS,TOTALACRES,STATCAUSE,COMMENTS,DATASOURCE,FIREOUTDATETIME,OWNERAGENCY,UNITIDOWNER,PROTECTIONAGENCY,UNITIDPROTECT,LATDD83,LONGDD83,FIRETYPECATEGORY,POINTTYPE,PERIMEXISTS,FIRESTATQC,DBSOURCEID,DBSOURCEDATE
476262,-122.1443,42.5421,329884199,{53C83EDC-623A-4F56-8461-C4A89A0AB5C6},F6C99B75-B52A-480D-B9BA-48C5F7C9C47D,6839571,2018/01/12 00:00:00+00,North Pelican,HIGH CASCADES EAST,2017,2017-ORFWF-000514,116,514,602,2017/08/10 12:58:00+00,F,3427,1 - Lightning,,24,2017/11/10 17:30:00+00,USFS,ORFWF,USFS,ORFWF,42.5421,-122.1443,WF,Ignition,Y,Yes,6,2020/09/11 04:53:59+00
476485,-118.3827778,44.4075,329884422,{71AAD9E9-6785-4457-80FD-5FBD3284FDDA},60FA077F-D08E-4F51-A0A7-B8DF892AA977,6734885,2017/12/18 00:00:00+00,Rail,,2016,2016-ORWWF-000582,41,582,616,2016/07/31 14:27:00+00,G,43799,9 - Miscellaneous,,2,2016/12/01 12:00:00+00,USFS,ORWWF,USFS,ORWWF,44.4075,-118.38278,WF,Ignition,Y,Yes,6,2020/09/11 04:54:00+00
476486,-117.6302778,45.44277778,329884423,{C461C0C7-1099-4862-BF73-5B53F3477824},3084C339-E2F2-4820-A053-308F98E78CE5,6752593,2017/12/18 00:00:00+00,Minam,,2016,2016-ORWWF-001084,52,1084,616,2016/10/01 13:35:00+00,E,922,9 - Miscellaneous,,2,2016/10/26 11:31:00+00,USFS,ORWWF,USFS,ORWWF,45.44278,-117.63028,WF,Ignition,Y,Yes,6,2020/09/11 04:54:00+00
477710,-117.6597222,46.11611111,329885647,{F13FCCA2-1711-4BD5-BBAC-CCAB11F5963E},E1D9EB19-3629-41BB-8113-0B16E6FC75A7,6340860,2017/12/18 00:00:00+00,Bear Ridge,,2015,2015-ORUMF-000935,82,,614,2015/08/13 00:00:00+00,F,1225,1 - Lightning,,24,2015/12/02 16:00:00+00,USFS,ORUMF,USFS,ORUMF,46.11611,-117.65972,WF,Ignition,N,Yes,6,2020/09/11 04:54:06+00
477963,-120.9680377,42.29505325,329885900,{477CAFBE-3704-4982-B72C-9F10EF03C6B3},6A88E9A5-9963-4F1E-AEDD-F2E903F8A9CD,6831429,2018/01/12 00:00:00+00,Devils Lake,,2017,2017-ORFWF-000462,94,462,602,2017/07/31 17:00:00+00,F,1706,1 - Lightning,,24,2017/10/23 16:30:00+00,USFS,ORFWF,USFS,ORFWF,42.31322,-120.31639,WF,Ignition,Y,Yes,6,2020/09/11 04:54:08+00
478052,-123.13,47.57757,329885989,{C520099A-1C07-4018-BB07-37D229FE3349},88a29bd9-dfc3-4442-b6b7-5e4f57f81db6,6886374,2019/03/28 00:00:00+00,Maple, ,2018,2018-WAOLF-000207,4,4,609,2018/08/04 00:00:00+00,F,3312,2 - Equipment Use, ,24,2018/11/01 00:00:00+00,USFS,WAOLF,USFS,WAOLF,47.57757,-123.13,WF,Ignition,N,Yes,6,2020/09/11 04:54:08+00
478489,-121.6061096,44.55777741,329886426,{52FC978B-EBEE-4830-A244-F9A6FFC35D0B},,1731658,2018/06/26 00:00:00+00,0329  BRIDGE 99,,2014, ,86,,601,2014/07/13 00:00:00+00,G,5084,1 - Lightning,,24,,USFS,,USFS,,44.55778,-121.60611,WF,Ignition,Y, ,6,2020/09/11 04:54:10+00
478810,-116.5127792,45.71305466,329886747,{3D055994-AC1D-4870-919D-F9B451B383FD},NotInIRWIN,1709470,2017/12/18 00:00:00+00,PITTSBURG,,2014,2014-ORWWF-000016,16,,616,2014/07/14 00:00:00+00,G,8287,1 - Lightning,,2,2014/10/31 09:00:00+00,USFS,ORWWF,USFS,ORWWF,45.71306,-116.51278,WF,Ignition,Y,Yes,6,2020/09/11 04:54:12+00
478812,-119.5547256,44.96749878,329886749,{1ECE56A3-B763-49C0-B168-7693CA2C902C},NotInIRWIN,1710299,2017/12/18 00:00:00+00,SUNFLOWER,,2014,2014-ORUMF-000017,17,,614,2014/07/14 00:00:00+00,G,7175,1 - Lightning,,2,2014/10/18 20:00:00+00,USFS,ORUMF,USFS,ORUMF,44.9675,-119.55472,WF,Ignition,Y,Yes,6,2020/09/11 04:54:12+00
478894,-120.1662687,44.26718945,329886831,{B5E98A31-460E-4BCF-AF3D-7D5DB31FC8AA},NotInIRWIN,1734196,2018/06/12 00:00:00+00,0386 FOX,,2014, ,15,2-008,607,2014/07/17 00:00:00+00,G,9848,1 - Lightning,,24,2014/12/02 14:30:00+00,USFS,,USFS,,44.25556,-120.18861,WF,Ignition,Y,Yes,6,2020/09/11 04:54:12+00
478895,-120.2855251,44.08971578,329886832,{E7A4D97B-4FAC-429F-B129-50F3731E360D},,6752221,2018/06/12 00:00:00+00,0624 RS  EAST MAURY, ,2016,2016-ORBLM-000624,37,1-012,607,2016/09/28 11:00:00+00,F,1445,9 - Miscellaneous,IC-Pearcy/ Akerberg/Tschida,24,2016/12/05 17:15:00+00,USFS,OROCF,BLM,,44.07792,-120.3077,WF,Ignition,Y,Yes,6,2020/09/11 04:54:12+00
478896,-119.8720897,44.22080346,329886833,{53AD88D0-F080-4EC2-9188-ECE85DEDEBE0},DC2FD19A-BDAF-4FD7-A0F2-891C4A10993D,6833985,2018/06/12 00:00:00+00,1277 PR WOLF CREEK,,2017,2017-ORRFPN-001277,56,12,607,2017/10/10 16:58:00+00,E,537,1 - Lightning,,24,2017/11/13 18:00:00+00,USFS,OROCF,USFS,OROCF,44.20956,-119.8959,WF,Ignition,Y,Yes,6,2020/09/11 04:54:12+00
478897,-120.4684987,44.47930535,329886834,{B6C4C71A-F92D-4886-8BAA-98AF562936E7},B5664EEF-1812-413E-AE61-D710CBE84166,6833982,2018/06/12 00:00:00+00,1135 PR DESOLATION,,2017,2017-OROCF-001135,45,21,607,2017/09/09 13:47:00+00,F,4635,9 - Miscellaneous,,24,2017/11/10 17:00:00+00,USFS,OROCF,USFS,OROCF,44.47956,-120.4976,WF,Ignition,Y,Yes,6,2020/09/11 04:54:12+00
478899,-121.4047091,44.40861508,329886836,{16D9F655-0829-4E49-A57A-C1D1B6EE7C9E},FCDE0CCE-C85B-49CF-AF9F-C7EE3C4985E8,6833928,2018/06/12 00:00:00+00,0814 CS WHYCHUS,,2017,2017-OROCF-000814,23,11,607,2017/08/10 21:41:00+00,F,2012,1 - Lightning,,24,2017/11/15 16:30:00+00,USFS,OROCF,USFS,OROCF,44.41232,-121.4106,WF,Ignition,Y,Yes,6,2020/09/11 04:54:12+00
478901,-119.5610106,44.32561386,329886838,{79C5C4E9-9C4C-4C20-8134-E0E167158637},57C392B0-3619-4668-9C66-5C178D41EC4A,6353875,2018/06/12 00:00:00+00,0297  Corner Creek,,2015,2015-OROCF-000297,23,2-011,607,2015/06/29 00:00:00+00,G,29660,1 - Lightning,,24,2015/11/30 11:06:00+00,USFS,OROCF,USFS,OROCF,44.00314,-119.00583,WF,Ignition,Y,Yes,6,2020/09/11 04:54:12+00
479072,-116.5161111,45.60027778,329887009,{F2E98792-1C18-4030-A0A7-28CF53179450},8010996F-2D93-4588-87C7-B576BA5199B1,6792394,2017/12/18 00:00:00+00,Buck,,2017,2017-ORWWF-000388,388,388,616,2017/07/10 17:53:00+00,F,1015,1 - Lightning,,24,2017/09/13 09:00:00+00,USFS,ORWWF,USFS,ORWWF,45.60028,-116.51611,WF,Ignition,Y,Yes,6,2020/09/11 04:54:13+00
479134,-116.8133316,45.52083206,329887071,{FFEB1F99-9A62-4FB3-B5A6-DB06C08200FB},NotInIRWIN,1717219,2017/12/18 00:00:00+00,5 MILE,,2014,2014-ORWWF-000070,70,,616,2014/08/03 00:00:00+00,F,4524,1 - Lightning,,2,2014/10/30 14:40:00+00,State,OR973S,State,OR973S,45.52083,-116.81333,WF,Ignition,Y,Yes,6,2020/09/11 04:54:13+00
479146,-116.5830536,45.27138901,329887083,{C2B3F37A-49DD-4299-8027-081CF882C4DA},NotInIRWIN,1726153,2017/12/18 00:00:00+00,FREEZEOUT RIDGE,,2014,2014-ORWWF-000088,88,,616,2014/09/05 00:00:00+00,F,3624,1 - Lightning,,2,2014/10/31 11:00:00+00,USFS,ORWWF,USFS,ORWWF,45.27139,-116.58306,WF,Ignition,Y,Yes,6,2020/09/11 04:54:13+00
479387,-117.4991684,45.18722153,329887324,{DAB480FF-E32A-47D3-9D68-CF884F5E5BE9},NotInIRWIN,1712431,2017/12/18 00:00:00+00,CHINA CAP,,2014,2014-ORWWF-000036,36,,616,2014/07/29 00:00:00+00,F,1115,1 - Lightning,,2,2014/10/28 12:00:00+00,USFS,ORWWF,USFS,ORWWF,45.18722,-117.49917,WF,Ignition,Y,Yes,6,2020/09/11 04:54:14+00
479686,-116.5211105,45.62833405,329887623,{0D717CF8-1861-4D27-9E1C-B035598D6484},NotInIRWIN,1728766,2017/12/18 00:00:00+00,SOMERS,,2014,2014-ORWWF-000057,57,,616,2014/08/03 00:00:00+00,G,36185,1 - Lightning,,2,2014/10/30 12:50:00+00,USFS,ORWWF,USFS,ORWWF,45.62833,-116.52111,WF,Ignition,Y,Yes,6,2020/09/11 04:54:16+00
479697,-117.2205556,44.83472222,329887634,{3FAE84FE-6BFE-45CA-B299-48B5194658E3},5B4A0519-35F2-43E3-AC8B-14F1C60FF24D,6362118,2017/12/18 00:00:00+00,Dry Gulch,,2015,2015-OR972S-001159,89,,616,2015/09/12 00:00:00+00,G,17823,2 - Equipment Use,,24,2016/01/04 02:00:00+00,USFS,OR972S,USFS,OR972S,44.83472,-117.22056,WF,Ignition,N,Yes,6,2020/09/11 04:54:16+00
479911,-116.7958333,45.69055556,329887848,{B464C64E-21F6-4F21-8AF4-C75F6C338F78},BA691083-2EBB-4D0C-9708-F0607D416421,6317658,2017/12/18 00:00:00+00,Little Basin,,2015,2015-ORWWF-000269,11,,616,2015/06/15 00:00:00+00,E,630,9 - Miscellaneous,,24,2015/08/20 15:45:00+00,USFS,ORWWF,USFS,ORWWF,45.69056,-116.79583,WF,Ignition,Y,Yes,6,2020/09/11 04:54:17+00
480124,-119.5430527,44.20916748,329888061,{879E25CE-EF8D-4B7E-8A9A-EE2CF453D246},NotInIRWIN,1694554,2018/06/11 00:00:00+00,0654  BUCK FORK,,2014, ,66,2-049,607,2014/08/01 00:00:00+00,F,1611,1 - Lightning,,24,2014/08/08 20:00:00+00,BLM,,BLM,,44.20917,-119.54306,WF,Ignition, ,Yes,6,2020/09/11 04:54:18+00
480165,-120.5411111,47.65694444,329888102,{8F503462-734C-470F-9B97-560D877C9381},B6DA88FC-D41E-443D-83AB-CFDF012FFFAE,6837386,2018/03/13 00:00:00+00,Chumyon,,2017,2017-WAOWF-000526,66,,617,2017/09/30 17:56:00+00,E,748,9 - Miscellaneous,"ESCAPED RX FIRE, SEE WFDSS FOR ADDITIONAL DETAILS",24,2017/11/13 13:42:00+00,USFS,WAOWF,USFS,WAOWF,47.65694,-120.54111,WF,Ignition,Y,Yes,6,2020/09/11 04:54:19+00
480177,-118.0611111,45.60805556,329888114,{76B2FBA0-A6F3-4EBF-99A9-264996B972D0},B2BF40C7-FD0E-41D3-8DB0-6751B7594818,6336658,2017/12/18 00:00:00+00,Phillips Creek,,2015,2015-ORUMF-000749,52,,614,2015/08/01 00:00:00+00,F,2602,4 - Campfire,,24,2015/10/21 10:00:00+00,USFS,ORUMF,USFS,ORUMF,45.60806,-118.06111,WF,Ignition,Y,Yes,6,2020/09/11 04:54:19+00
480252,-121.3726698,44.52514177,329888189,{31649D09-5966-4F0A-9C8C-A3F3AFDD187A},PreIRWIN,1651090,2018/06/12 00:00:00+00,392,,2012, ,17,5-007,607,2012/08/06 00:00:00+00,F,1341,1 - Lightning,,24,2012/10/17 16:12:00+00,USFS,,USFS,,44.5125,-121.38528,WF,Ignition,Y,Yes,6,2020/09/11 04:54:19+00
480389,-119.3791667,44.3775,329888326,{A48F9041-2EE2-42B0-8F80-499EC8C519C9},0C779729-01F7-4ADB-9A06-CF6555438ECE,6334328,2017/12/18 00:00:00+00,West Fork,,2015,2015-ORMAF-015153,36,,604,2015/06/29 00:00:00+00,E,928,1 - Lightning,,24,2015/10/30 12:00:00+00,USFS,ORMAF,USFS,ORMAF,44.3775,-119.37917,WF,Ignition,Y,Yes,6,2020/09/11 04:54:20+00
480393,-117.7627778,46.06861111,329888330,{E600E595-B523-42D7-B1D6-5B09ABAB75AD},3D6A3531-A46E-4A5C-81D4-A6770D466DC5,6340863,2017/12/18 00:00:00+00,Butte Creek,,2015,2015-ORUMF-000945,85,,614,2015/08/13 00:00:00+00,G,80212,1 - Lightning,,24,2015/12/02 17:00:00+00,USFS,ORUMF,USFS,ORUMF,46.06861,-117.76278,WF,Ignition,Y,Yes,6,2020/09/11 04:54:20+00
480396,-118.9927778,44.23694444,329888333,{2A58C44F-A54D-4AF6-B0CE-EA29B1FE729D},A4E7C814-637C-4D47-8D61-E02168DAD705,6343684,2017/12/18 00:00:00+00,270 Mason Spring,,2015,2015-ORMAF-015270,69,,604,2015/08/20 00:00:00+00,G,110261,1 - Lightning,,24,2015/12/02 16:30:00+00,USFS,ORMAF,USFS,ORMAF,44.23694,-118.99278,WF,Ignition,N,Yes,6,2020/09/11 04:54:20+00
480931,-117.3033371,45.30083466,329888868,{39D2235B-0540-4F27-9F4B-EDD464AD728B},NotInIRWIN,1729466,2017/12/18 00:00:00+00,HURRICANE CREEK,,2014,2014-ORWWF-000015,15,,616,2014/07/14 00:00:00+00,F,1780,1 - Lightning,,2,2014/10/27 14:00:00+00,USFS,ORWWF,USFS,ORWWF,45.30083,-117.30333,WF,Ignition,Y,Yes,6,2020/09/11 04:54:22+00
480946,-117.4197222,45.00472222,329888883,{B7A2C2A1-83A0-49CA-9885-8D256B1DD146},77F4157B-A6CB-4682-9D22-2E4EDDF6BF25,6339110,2017/12/18 00:00:00+00,Eagle,,2015,2015-ORWWF-000872,65,,616,2015/08/11 00:00:00+00,G,12716,1 - Lightning,,24,2016/01/04 02:00:00+00,USFS,ORWWF,USFS,ORWWF,45.00472,-117.41972,WF,Ignition,Y,Yes,6,2020/09/11 04:54:22+00
481152,-118.4422226,44.36916733,329889089,{458A37B4-75CE-4F79-8268-BFC49C2EC350},NotInIRWIN,1717556,2017/12/18 00:00:00+00,BALD SISTERS -#14295,,2014,2014-ORMAF-000047,47,,604,2014/08/01 00:00:00+00,F,2972,1 - Lightning,,2,2014/11/24 14:00:00+00,USFS,ORMAF,USFS,ORMAF,44.36917,-118.44222,WF,Ignition,Y,Yes,6,2020/09/11 04:54:23+00
481711,-117.8830556,44.50888889,329889648,{0E76D4EE-6009-423A-AF08-EFC053D8F776},30A873CA-D699-42DF-8274-B24BCFD6A685,6339112,2017/12/18 00:00:00+00,Cornet,Cornet,2015,2015-OR972S-000843,63,843,616,2015/08/10 00:00:00+00,G,103811,1 - Lightning,,24,2015/08/10 00:00:00+00,BLM,ORVAD,BLM,ORVAD,44.50889,-117.88306,WF,Ignition,Y,Yes,6,2020/09/11 04:54:25+00
481958,-118.5425,44.73472,329889895,{21003A95-96EE-4399-B206-3A1C1C54148A},PreIRWIN,1673396,2017/12/18 00:00:00+00,VINEGAR,,2013,2013-ORUMF-000049,49,845,614,2013/08/14 00:00:00+00,F,1351,1 - Lightning,,24,2013/08/14 00:00:00+00,USFS,ORUMF,USFS,ORUMF,44.73472,-118.5425,WF,Ignition,N,Yes,6,2020/09/11 04:54:27+00
482327,-123.15118,41.95139333,329890264,{48CACD45-3DE4-4F9B-BA44-CB3BDC19D952},NotInIRWIN,6834182,2018/01/12 00:00:00+00,Cook,Miller,2017,2017-ORRSF-000645,119,,610,2017/08/14 08:00:00+00,E,956.1,1 - Lightning,,24,2017/08/28 13:00:00+00,USFS,ORRSF,USFS,ORRSF,41.95139,-123.15118,WF,Ignition,N,Yes,6,2020/09/11 04:54:29+00
482331,-121.9946333,44.10078333,329890268,{106DE465-F873-4484-A02C-7BA4286E9DF6},"B3CB5857-E6EB-4928-8214-4D963DF56D8A
",6809532,2018/01/12 00:00:00+00,Roney Creek,,2017,2017-ORWIF-000178,64,17,618,2017/08/12 17:15:00+00,F,3575,1 - Lightning,,24,2017/12/01 18:30:00+00,USFS,ORWIF,USFS,ORWIF,44.10078,-121.99463,WF,Ignition,Y,Yes,6,2020/09/11 04:54:29+00
482334,-123.1858972,42.00022778,329890271,{0D125E49-64BA-445F-9366-6092C1E2EEFC},NotInIRWIN,6828838,2018/01/12 00:00:00+00,Seattle,Miller,2017,2017-ORRSF-000632,95,,610,2017/08/12 09:00:00+00,F,1595,1 - Lightning,,24,2017/11/01 11:00:00+00,USFS,ORRSF,USFS,ORRSF,42.00023,-123.1859,WF,Ignition,Y,Yes,6,2020/09/11 04:54:29+00
482629,-121.8778,44.06846667,329890566,{00135C65-9B11-441D-84BF-B10AA7DE4B1E},8F9E8E4F-FEBF-475E-B201-603F2A4CF823,6826372,2018/01/12 00:00:00+00,Nash Fire,Horse Creek Complex,2017,2017-ORWIF-000181,66,19,618,2017/08/11 12:00:00+00,G,6747,1 - Lightning,,24,2017/12/01 18:30:00+00,USFS,ORWIF,USFS,ORWIF,44.06847,-121.8778,WF,Ignition,Y,Yes,6,2020/09/11 04:54:30+00
482831,-121.9092,44.10043333,329890768,{278C40EC-973C-4371-967D-F1611901A851},"C9964034-D6B3-427F-9370-7C95F1D6E223
",6826364,2018/01/12 00:00:00+00,Seperation,Horse Creek,2017,2017-ORWIF-000177,63,16,618,2017/08/11 12:00:00+00,G,18086,1 - Lightning,,24,2017/12/01 18:30:00+00,USFS,ORWIF,USFS,ORWIF,44.10043,-121.9092,WF,Ignition,Y,Yes,6,2020/09/11 04:54:31+00
482832,-122.0551,44,329890769,{DDE52DCB-2921-45D9-99AA-2697FB69B132},"ECA38BDF-75C5-4A1B-B2EC-6C838E0BA8D0
",6826387,2018/01/12 00:00:00+00,Ollalie Lookout,Horse Creek Complex,2017,2017-ORWIF-000183,67,20,618,2017/08/11 11:45:00+00,F,1586,1 - Lightning,,24,2017/12/01 18:30:00+00,USFS,ORWIF,USFS,ORWIF,44,-122.0551,WF,Ignition,Y,Yes,6,2020/09/11 04:54:31+00
482856,-122.0966,44.12875,329890793,{ADB0BB88-799F-4645-B3C1-ADCFB7E4F674},5C62BEC2-5684-42BB-BC79-0AC3534D0B7F,6826413,2018/01/12 00:00:00+00,Avenue Fire,,2017,2017-ORWIF-000202,80,24,618,2017/08/11 14:00:00+00,F,3587,1 - Lightning,,24,2017/12/01 18:30:00+00,USFS,ORWIF,USFS,ORWIF,44.12875,-122.0966,WF,Ignition,Y,Yes,6,2020/09/11 04:54:31+00
482862,-121.9042,45.63039,329890799,{87D3800B-120B-416C-8255-6C6DCD350ABC},B942230F-938F-4584-93A0-D406F53284C6,6833484,2018/12/11 00:00:00+00,Eagle Creek, ,2017,2017-ORCGF-000493,10,CGF-493,622,2017/09/02 00:00:00+00,G,48488,8 - Children,Acreage difference from IR map because 373 acres of Indian creek subtracted.,24,2018/09/25 00:00:00+00,USFS,ORCGF,USFS,ORCGF,45.63039,-121.9042,WF,Ignition,Y,Yes,6,2020/09/11 04:54:31+00
483157,-123.15068,42.10080667,329891094,{74FEEEE7-4732-4661-A28B-E9569EB93A0E},AB76CBBC-EB89-4FE9-8F3F-30AA4109F7C5,6834167,2018/01/12 00:00:00+00,Burnt Peak,,2017,2017-ORRSF-000615,110,,610,2017/08/11 07:00:00+00,F,4147,1 - Lightning,,24,2017/11/28 12:00:00+00,USFS,ORRSF,USFS,ORRSF,42.10081,-123.15068,WF,Ignition,Y,Yes,6,2020/09/11 04:54:33+00
483368,-122.4975,43.20893333,329891305,{7EF57338-9321-4F11-A4B8-D10A1298C647},5DC5BAB5-7DCA-43BF-8734-F4442077F162,6822641,2018/01/12 00:00:00+00,Broken Tooth,Umpqua North,2017,2017-ORUPF-000392,82,,615,2017/08/10 20:40:00+00,F,3958,1 - Lightning,,24,,USFS,ORUPF,USFS,ORUPF,43.20893,-122.4975,WF,Ignition,Y,Yes,6,2020/09/11 04:54:34+00
483654,-122.5688889,44.00416667,329891591,{28E49EC3-C41D-4FB2-9EB0-AFF46B91DC06},95566C3E-F05E-45CA-BE65-32B9293A4144,6822332,2018/01/12 00:00:00+00,JONES,,2017,2017-ORWIF-170191,72,MF-26,618,2017/08/10 20:30:00+00,G,10114,1 - Lightning,,24,2017/11/29 17:41:00+00,USFS,ORWIF,USFS,ORWIF,44.00417,-122.56889,WF,Ignition,Y,Yes,6,2020/09/11 04:54:36+00
483657,-121.9155556,44.74944445,329891594,{2661FC9D-0B2C-43C1-9140-BDF446EA8132},"809D55D7-55EF-4289-9AF0-CB737CF537C6
",6811487,2018/01/12 00:00:00+00,Little Devil - 184,Whitewater,2017,2017-ORWIF-000184,68,DE-10,618,2017/08/10 19:43:00+00,F,2171,1 - Lightning,,24,,USFS,ORWIF,USFS,ORWIF,44.74944,-121.91556,WF,Ignition,Y,Yes,6,2020/09/11 04:54:36+00
483676,-122.365,43.40111111,329891613,{396474F0-E13A-4E00-B361-3CB914D58374},CB8045CD-6E00-44A2-9A1F-EFF96453929F,6826350,2018/01/12 00:00:00+00,STALEY,,2017,2017-ORWIF-170174,61,MF-24,618,2017/08/10 11:49:00+00,F,2300,1 - Lightning,,24,2017/10/31 13:00:00+00,USFS,ORWIF,USFS,ORWIF,43.40111,-122.365,WF,Ignition,Y,Yes,6,2020/09/11 04:54:36+00
484172,-123.15142,41.96799833,329892109,{298B7A06-84CA-4ADB-8602-066577C46E03},NotInIRWIN,6834130,2018/01/12 00:00:00+00,Abney,,2017,2017-ORRSF-000586,101,,610,2017/08/10 08:30:00+00,G,32846,1 - Lightning,,24,2018/01/10 10:00:00+00,USFS,ORRSF,USFS,ORRSF,41.968,-123.15142,WF,Ignition,Y,Yes,6,2020/09/11 04:54:38+00
484174,-123.2982222,42.09520833,329892111,{96A64353-73C5-4AE4-89C3-E82407D983CC},C21552C6-37AD-4845-A4A2-4AC0AEC43709,6828721,2018/01/12 00:00:00+00,Creedence,Miller,2017,2017-ORRSF-000600,88,,610,2017/08/10 08:00:00+00,F,2093,1 - Lightning,,24,2017/11/28 12:00:00+00,USFS,ORRSF,USFS,ORRSF,42.09521,-123.29822,WF,Ignition,Y,Yes,6,2020/09/11 04:54:38+00
484500,-122.3061,43.18176667,329892437,{2F26F031-E136-44DE-8A73-20D5364C1592},731A5E2B-9612-4BC4-9290-B5CBFF360883,6822622,2018/01/12 00:00:00+00,Devil,Umpqua North,2017,2017-ORUPF-000305,36,36,615,2017/08/08 20:40:00+00,E,831,1 - Lightning,,24,2017/11/28 11:00:00+00,USFS,ORUPF,USFS,ORUPF,43.18177,-122.3061,WF,Ignition,Y,Yes,6,2020/09/11 04:54:40+00
485007,-122.5877983,43.01199,329892944,{09937D0B-B328-41B0-9EE7-72BAA6620CAB},A09487D4-2359-4A80-9D79-8067B9DE05A3,6835874,2018/01/12 00:00:00+00,Double Buck,Falcon,2017,2017-ORUPF-000289,27,27,615,2017/08/07 21:20:00+00,E,765,1 - Lightning,,24,2017/11/28 11:00:00+00,USFS,ORUPF,USFS,ORUPF,43.01199,-122.5878,WF,Ignition,Y,Yes,6,2020/09/11 04:54:43+00
485019,-122.6017,42.98922,329892956,{25FEC082-3CD8-4BDF-B238-889ED427F1D2},2B021F37-EFDA-4BBA-8140-1EAD3FC36C5A,6841264,2018/01/12 00:00:00+00,Paradise,Falcon,2017,2017-ORUPF-000287,22,22,615,2017/08/07 20:10:00+00,F,1532,1 - Lightning,0,24,2017/11/28 11:00:00+00,USFS,ORUPF,USFS,ORUPF,42.98922,-122.6017,WF,Ignition,Y,Yes,6,2020/09/11 04:54:43+00
485039,-122.1704667,44.0093,329892976,{0352FB16-11CC-4319-B227-36CE49F303E6},B197B6F9-12FB-4AF9-832E-1067785380B6,6825224,2018/01/12 00:00:00+00,Rebel Fire,,2017,2017-ORWIF-000156,51,12,618,2017/08/04 16:30:00+00,G,8709,9 - Miscellaneous,,24,2017/12/01 18:30:00+00,USFS,ORWIF,USFS,ORWIF,44.0093,-122.17047,WF,Ignition,Y,Yes,6,2020/09/11 04:54:43+00
486018,-122.02987,44.78391,329893955,{FBF2F740-CBC2-44AF-9D9E-720A45E30991},E71D44BB-7EA4-4B0A-AD49-2A436F28FBAB,6818943,2018/01/12 00:00:00+00,Scorpion,Whitewater,2017,2017-ORWIF-000247,96,DE-16,618,2017/08/28 17:35:00+00,E,695,9 - Miscellaneous,,24,,USFS,ORWIF,USFS,ORWIF,44.78391,-122.02987,WF,Ignition,Y,Yes,6,2020/09/11 04:54:48+00
489327,-116.741593,45.79360326,329897264,{4D39BDDF-5AAB-4161-B4EA-C21776F6C22C},PreIRWIN,1591607,2017/12/18 00:00:00+00,CACTUS MOUNTAIN,,2011,2011-OR WWF-000063,63,875,616,2011/09/07 00:00:00+00,G,8350,9 - Miscellaneous,,24,2011/10/21 10:00:00+00,USFS,ORWWF,USFS,ORWWF,45.7936,-116.74159,WF,Ignition,N,Yes,6,2020/09/11 04:55:06+00
490479,-116.633,45.34028,329898416,{F74E43C9-4A74-40B4-A843-D9D58F51FE37},PreIRWIN,1666282,2017/12/18 00:00:00+00,CUBA,,2013,2013-OR WWF-000016,16,465,616,2013/07/16 00:00:00+00,E,530,1 - Lightning,,24,2013/09/18 12:35:00+00,USFS,ORWWF,USFS,ORWWF,45.34028,-116.633,WF,Ignition,N,Yes,6,2020/09/11 04:55:12+00
491841,-117.5497,45.2475,329899778,{E4A5387B-C877-4331-A1F0-DC2417DDE398},PreIRWIN,1576463,2017/12/18 00:00:00+00,POT CREEK,,2011,2011-OR WWF-000031,31,630,616,2011/08/20 00:00:00+00,E,682,1 - Lightning,,24,2011/10/21 10:42:00+00,USFS,ORWWF,USFS,ORWWF,45.2475,-117.5497,WF,Ignition,N,Yes,6,2020/09/11 04:55:18+00
493332,-116.86,44.99611,329901269,{EB4BC200-BE78-4FF4-A345-3B515330B5C0},PreIRWIN,1654076,2017/12/18 00:00:00+00,HUNSAKER,,2012,2012-OR WWF-000087,87,944,616,2012/09/15 00:00:00+00,E,693,9 - Miscellaneous,,2,2012/09/15 00:00:00+00,USFS,ORWWF,USFS,ORWWF,44.99611,-116.86,WF,Ignition,N,Yes,6,2020/09/11 04:55:25+00
493884,-117.5047,45.32639,329901821,{7481AF4B-CA63-4B7B-9B51-E44E93A90440},PreIRWIN,1643019,2017/12/18 00:00:00+00,BALD MOUNTAIN,,2012,2012-OR WWF-000080,80,990,616,2012/09/18 00:00:00+00,F,1100,1 - Lightning,,2,2012/11/05 17:26:00+00,USFS,ORWWF,USFS,ORWWF,45.32639,-117.5047,WF,Ignition,N,Yes,6,2020/09/11 04:55:27+00
494307,-116.9283,45.98639,329902244,{98B29C9D-4473-4EF4-AA5D-4C96BDEA5EFF},PreIRWIN,1630510,2017/12/18 00:00:00+00,CACHE CREEK,,2012,2012-OR WWF-000032,32,742,616,2012/08/20 00:00:00+00,G,73582,1 - Lightning,,2,2012/11/05 17:21:00+00,USFS,ORWWF,USFS,ORWWF,45.98639,-116.9283,WF,Ignition,N,Yes,6,2020/09/11 04:55:29+00
